product_id,product_size,product_title,product_upc,productlink_id,productlink_buyprice,productlink_presale,productlink_price
3742,6 oz,Dannon Yogurt; Lowfat; Coffee ,,9861,0.6,7.49,0.75
3743,6 oz,Dannon Yogurt; Lowfat; Mixed Berry ,,9862,0.6,7.49,0.75
3744,6 oz,Dannon Yogurt; Lowfat; Peach ,,9863,0.6,7.49,0.75
3745,32 oz,Dannon Yogurt; Lowfat; Plain ,,9864,2.14,7.49,2.68
3746,6 oz,Dannon Yogurt; Lowfat; Raspberry ,,9865,0.6,7.49,0.75
3747,6 oz,Dannon Yogurt; Lowfat; Strawberry ,,9866,0.6,7.49,0.75
3748,6 oz,Dannon Yogurt; Lowfat; Strawberry Banana ,,9867,0.6,7.49,0.75
3749,32 oz,Dannon Yogurt; Lowfat; Vanilla ,,9868,2.14,7.49,2.68
3750,6 oz,Dannon Yogurt; Lowfat; Vanilla ,,9869,0.6,7.49,0.75
3751,32 oz,Dannon Yogurt; Nonfat; Plain ,,9870,2.14,7.49,2.68
3752,6 oz,Dannon Yogurt; Nonfat; Plain ,,9871,0.6,7.49,0.75
1861,4 oz cups,Dannon® Activia Light Variety - 24 Pack,,7945,10.64,7.49,12.5
1862,4 oz cup,Dannon® Activia Probiotic Variety - 24 Pack,,7946,9.67,7.49,11.36
1863,6 oz cup,Dannon® Light n Fit Yogurt Variety- 18 Pack,,7947,8.22,7.49,9.66
1978,1.75 oz bags,David® Sunflower Seeds - 24 Bags,,8067,7.59,7.49,8.92
1979,1.75 oz bags,David® Sunflower Seeds Big Bucket - 70 Bags,,8068,20.54,7.49,24.13
5179,30.9 oz,Dawn Dishwashing Foam ,,11288,5.46,7.49,6.83
5180,10.1 oz,Dawn Dishwashing Foam; Fresh Rapids ,,11289,2.67,7.49,3.34
5181,24 oz,Dawn Dishwashing Liquid; Original Scent ,,11290,2.34,7.49,2.93
5182,19 oz,Dawn Dishwashing Liquid; with Aloe Vera Scent ,,11291,2.34,7.49,2.93
5183,19 oz,Dawn Hand Soap/Dishwashing Liquid; Apple Blossom; Antibacterial; Plus Power Scrubbers ,,11292,2.34,7.49,2.93
5184,24 oz,Dawn Hand Soap/Dishwashing Liquid; Ultra Concentrated; Antibacterial; Orange Scent ,,11293,2.34,7.49,2.93
5185,30 oz,Dawn Mountain Spring With Bleach Alternative Dish Liquid ,,11294,4.59,7.49,5.74
5186,14 oz,Dawn Original Dish Detergent ,,11295,1.77,7.49,2.21
5187,30 oz,Dawn Plus Dishwashing Liquid ,,11296,4.59,7.49,5.74
5188,12.8 oz,Dawn Power Dissolver Spray ,,11297,3.19,7.49,3.99
5189,14 oz,Dawn Ultra Concentrated Antibacterial Apple Blossom Dish Soap ,,11298,1.77,7.49,2.21
2263,90 oz btl,Dawn® Ultra Concentrated Dishwashing Liquid - 90 oz bl,,8376,7.22,7.49,8.48
3565,1 gal,Dean's Choco-riffic Chocolate Drink ,,9684,1.99,7.49,2.35
3566,6 ea,Dean's Chug Pack-6 Chocolate Milk ,,9685,2.99,7.49,3.53
3567,1 qt,Dean's Milk Chug-Chocolate Milk ,,9686,1.69,7.49,1.99
3568,1 pt,Dean's Milk Chug-Chocolate Milk ,,9687,1.29,7.49,1.52
3569,1 qt,Dean's Milk; Lowfat; Chocolate; 1% Milkfat ,,9688,1.69,7.49,1.99
3570,1 pt,Dean's Milk; Lowfat; Chocolate; 1% Milkfat ,,9689,1.29,7.49,1.52
5847,15 OZ CAN,Del Monte Asparagus Spears,,11932,2.69,7.49,3.47
5848,14.5 OZ CAN,Del Monte Carrots - Sliced,,11933,2.69,7.49,3.47
5851,15 oz can,Del Monte Corn - Cream Style,,11936,2.69,7.49,3.47
5850,15.2 OZ CAN,Del Monte Corn - Whole Kernel Gold & White,,11935,2.69,7.49,3.47
5849,15.2 OZ CAN,Del Monte Corn - Whole Kernel; Gold,,11934,2.69,7.49,3.47
4239,4 ea,Del Monte Fruit Chillers Frozen Fruit Sorbet Arctic Strawberry ,,10336,2.69,7.49,3.23
4240,4 ea,Del Monte Fruit Chillers Frozen Fruit Sorbet Polar Raspberry ,,10337,2.69,7.49,3.23
5810,15 OZ CAN,Del Monte Fruit Cocktail,,11895,1.48,7.49,1.91
5811,15 oz can,Del Monte Fruit Cocktail - Lite,,11896,1.47,7.49,1.9
2216,2.5 Lbs.,Del Monte Gold®  Pineapple Spears (Freshly Cut),,8329,6.86,7.49,8.06
5852,14.5 OZ CAN,Del Monte Green Beans - Cut,,11937,2.69,7.49,3.47
5853,14.5 OZ CAN,Del Monte Green Beans - French Style,,11938,2.69,7.49,3.47
5854,14.5 OZ CAN,Del Monte Green Beans - Whole,,11939,2.69,7.49,3.47
5855,14.5 OZ CAN,Del Monte Lima Beans,,11940,2.69,7.49,3.47
5856,14.5 OZ CAN,Del Monte Mixed Vegetables,,11941,2.69,7.49,3.47
5858,14.5 OZ CAN,Del Monte New Potatoes - Diced,,11943,2.69,7.49,3.47
5857,14.5 OZ CAN,Del Monte New Potatoes - Whole,,11942,2.69,7.49,3.47
5814,15 oz can,Del Monte Peaches - Halves,,11899,1.47,7.49,1.9
5815,15 oz can,Del Monte Peaches - Halves; Lite,,11900,1.47,7.49,1.9
5812,15 oz can,Del Monte Peaches - Sliced,,11897,1.47,7.49,1.9
5813,15 OZ CAN,Del Monte Peaches - Sliced; Lite,,11898,1.47,7.49,1.9
5816,15 oz can,Del Monte Pears - Sliced,,11901,1.47,7.49,1.9
5817,15 oz can,Del Monte Pears - Sliced; Lite,,11902,1.47,7.49,1.9
5859,15 OZ CAN,Del Monte Peas,,11944,2.69,7.49,3.47
5860,14.5 OZ CAN,Del Monte Peas & Carrots,,11945,2.69,7.49,3.47
5861,13.5 OZ CAN,Del Monte Spinach - Whole Leaf,,11946,2.69,7.49,3.47
1901,14.5 oz can,Del Monte® Cut Green Beans - 12 Pack,,7990,9.59,7.49,11.27
1970,2 oz cups,Del Monte® Fruit Chillers Variety - 28 Pack,,8059,6.77,7.49,7.95
1974,4 oz cups,Del Monte® Fruit Cups Cherry Mixed Fruit -16 Pack,,8063,7.98,7.49,9.38
1975,4 oz cups,Del Monte® Fruit Cups Mixed Fruit/Peaches - 16 Pack,,8064,7.63,7.49,8.97
1971,8 oz cups,Del Monte® Fruit Naturals®  Tropical Medley -8 Pack,,8060,8.3,7.49,9.75
1972,8 oz cups,Del Monte® Fruit Naturals® Red Grapefruit - 8 Pack,,8061,8.3,7.49,9.75
1976,4 oz can,Del Monte® Lite Fruit Cups Variety - 24 Pack,,8065,9.58,7.49,11.26
1871,15 oz can,Del Monte® Lite Sliced Peaches - 8 Pack,,7960,10.64,7.49,12.5
1904,15 oz can,Del Monte® Sweet Peas - 8 Pack,,7993,6.42,7.49,7.54
1900,15.25 oz can,Del Monte® Whole Kernel Corn -8 Pack,,7989,5.98,7.49,7.03
1036,18 oz,Dial Antioxidant Body Wash ,,7110,4.17,7.49,5.21
1037,18 oz,Dial Body Wash; Antibacterial; Spring Water ,,7111,4.17,7.49,5.21
1038,16 oz,Dial Body Wash; Nourishing; Vanilla Honey ,,7112,4.17,7.49,5.21
1039,18 oz,Dial Clean & Soft Body Wash With Spa Minerals & Gentle Exfoliating Beads ,,7113,4.17,7.49,5.21
1040,2 oz,Dial for Men the Ultimate Clean Hair + Body Hydrating Wash ,,7114,1.17,7.49,1.46
1041,18 oz,Dial Mountain Fresh Clean & Refresh Liquid Bodywash ,,7115,4.17,7.49,5.21
485,12 OZ CAN,Diet Coke,,6559,4.28,7.49,4.99
442,2 LTR BTL,Diet Coke,,6516,1,7.49,1.79
443,16.9 oz btl,Diet Coke - 6 pk,,6517,3.28,7.49,3.89
486,12 OZ CAN,Diet Coke - Caffeine Free,,6560,4.28,7.49,4.99
487,12 OZ CAN,Diet Coke Lime,,6561,4.5,7.49,4.89
4531,26.4 oz,DiGiorno Cheese Stuffed Crust Pizza - Pepperoni ,,10628,6.79,7.49,8.49
4532,6 oz,DiGiorno Flatbread Melts; Chicken & Bacon Ranch ,,10629,2.99,7.49,3.74
4533,6 oz,DiGiorno Flatbread Melts; Chicken Parmesan ,,10630,2.99,7.49,3.74
4534,6 oz,DiGiorno Flatbread Melts; Italian-Style Meatball & Four Cheese ,,10631,2.99,7.49,3.74
4535,34.2 oz,DiGiorno Garlic Bread Pizza - Supreme ,,10632,5.69,7.49,7.11
4536,30.7 oz,Digiorno Garlic Bread Pizza Pepperoni ,,10633,5.69,7.49,7.11
4537,28.2 oz,DiGiorno Pizza - Four Cheese ,,10634,5.69,7.49,7.11
4538,28.3 oz,DiGiorno Pizza - Pepperoni ,,10635,5.69,7.49,7.11
4539,30.3 oz,DiGiorno Pizza - Sausage & Pepperoni ,,10636,5.69,7.49,7.11
4540,31.6 oz,DiGiorno Pizza - Spicy Chicken Supreme ,,10637,5.69,7.49,7.11
4541,30.3 oz,DiGiorno Pizza - Spinach; Mushroom & Garlic ,,10638,5.69,7.49,7.11
4542,32.7 oz,DiGiorno Pizza - Supreme ,,10639,5.69,7.49,7.11
4543,30.5 oz,DiGiorno Pizza - Three Meat ,,10640,5.69,7.49,7.11
4544,9.2 oz,DiGiorno Pizza for One - Four Cheese ,,10641,2.99,7.49,3.74
4545,9.3 oz,DiGiorno Pizza for One - Pepperoni ,,10642,2.99,7.49,3.74
4546,10 oz,DiGiorno Pizza for One - Supreme ,,10643,2.99,7.49,3.74
4547,8.4 oz,DiGiorno Pizza for One Thin Crust - Pepperoni ,,10644,2.99,7.49,3.74
4548,8.5 oz,DiGiorno Pizza for One Thin Crust - Supreme ,,10645,2.99,7.49,3.74
4549,22.1 oz,DiGiorno Pizza; Classic Thin Crust; Pepperoni Pizza ,,10646,5.69,7.49,7.11
4550,24.8 oz,DiGiorno Pizza; Classic Thin Crust; Supreme Pizza ,,10647,5.69,7.49,7.11
4551,24.1 oz,DiGiorno Pizza; Ultimate Pepperoni ,,10648,6.79,7.49,8.49
4552,26.4 oz,DiGiorno Pizza; Ultimate Supreme ,,10649,6.79,7.49,8.49
2190,3 ct. pkg,Digiorno® Supreme Pizza - 3 Pack,,8303,14.22,7.49,16.71
4773,35 ea,Dixie Bowls 10 oz 35 ct ,,10878,2.99,7.49,3.56
4774,24 ea,"Dixie Plates 10"" 24 ct ",,10879,2.99,7.49,3.56
4737,320 ea,Dixie Rainbow Napkins 320 ct ,,10842,3.44,7.49,4.3
4775,24 ea,Dixie Ultra Bowls 20 oz 24 ct ,,10880,2.99,7.49,3.56
2304,120 ct pkg,Dixie® Heavyweight Bowls- 20 oz.,,8417,8.26,7.49,9.71
2307,250 ct pkg,"Dixie® Heavyweight Plates - 8.5""",,8420,14.26,7.49,16.76
2275,500 ct,Dixie® Kabnet Wax Dry Wax Paper - 2 / 500 ct,,8388,12.23,7.49,14.37
2308,300 ct pkg,Dixie® Ultra Heavyweight Plates - 6.7,,8421,13.33,7.49,15.66
2309,170 ct pkg,"Dixie® Ultra® Large Paper Plates- 10""",,8422,13.88,7.49,16.31
1872,20 oz can,Dole®  Pineapple Chunks - 8 Pack,,7961,8.78,7.49,10.32
1869,15 oz can,Dole® Mandarin Oranges - 8 Pack,,7958,7.72,7.49,9.07
1973,4 oz cup,Dole® Mandarin Oranges Fruit Bowls - 16 Pack,,8062,6.88,7.49,8.08
1977,4.3 oz Cup,Dole® Mixed Fruit in Gel  Variety Pack - 16 Pack,,8066,6.15,7.49,7.23
2943,12 oz,Doritos Baked Nacho Cheese Chips,,9063,3.79,7.49,4.81
2944,11.75 oz,Doritos Collision Tortilla Chips- Pizza Cravers/Ranch,,9064,3.99,7.49,5.07
2945,12 oz,Doritos Cooler Ranch Chips,,9065,3.99,7.49,5.07
2947,12 oz,Doritos Nacho Cheese Chips,,9067,3.99,7.49,5.07
2948,12 oz,Doritos Spicy Nacho Cheese Chips,,9068,3.99,7.49,5.07
2946,12 oz,Doritos Spicy Sweet Chili Chips,,9066,3.99,7.49,5.07
1935,1 oz pkgs,Doritos® Cooler Ranch® Chips - 50 Pack,,8024,11.22,7.49,13.18
1936,1 oz pkgs,Doritos® Nacho Cheesier® Chips - 50 Pack,,8025,11.22,7.49,13.18
792,12 OZ BTL,Dove Beautifully Clean for Normal/Oily Hair Conditioner,,6866,4.44,7.49,4.94
791,12 OZ BTL,Dove Beautifully Clean for Normal/Oily Hair Shampoo,,6865,4.44,7.49,4.94
1042,2 ea,Dove Beauty Bars; with Cucumber and Green Tea Scent ,,7116,2.69,7.49,3.36
1043,24 oz,Dove Beauty Body Wash ,,7117,6.39,7.49,7.99
1044,12 oz,Dove Beauty Body Wash Cool Moisture Cucumber & Green Tea Scent ,,7118,3.99,7.49,4.99
1045,13.5 oz,Dove Body and Face Wash; Deep Clean ,,7119,3.49,7.49,4.36
1046,13.5 oz,Dove Body and Face Wash; Extra Fresh ,,7120,3.49,7.49,4.36
1047,24 oz,Dove Body Wash; Beauty; Grapefruit & Lemongrass Scent ,,7121,6.39,7.49,7.99
1048,12 oz,Dove Body Wash; Nourishing; Deep Moisture ,,7122,3.99,7.49,4.99
1049,24 oz,Dove Body Wash; Nourishing; Gentle Exfoliating ,,7123,6.39,7.49,7.99
1050,12 oz,Dove Body Wash; Nourishing; Sensitive Skin; Unscented ,,7124,3.99,7.49,4.99
1051,6 ea,Dove Cream Oil Ultra Rich Velvet Beauty Bar Rosewood & Cocoa Butter Scent- 6 Bars ,,7125,7.29,7.49,9.11
1052,12 oz,Dove Energize Go Fresh Body Wash ,,7126,3.99,7.49,4.99
4384,14 ea,Dove Ice Cream Bars; Vanilla; with Milk Chocolate ,,10481,3.99,7.49,4.79
794,12 OZ BTL,Dove Intense Moisture for Dry/Damaged Hair Conditioner,,6868,4.44,7.49,4.94
793,12 OZ BTL,Dove Intense Moisture for Dry/Damaged Hair Shampoo,,6867,4.44,7.49,4.94
702,2.6 OZ STK,Dove Invisible Deodorant Solid - Fresh,,6776,2.66,7.49,2.64
701,2.6 OZ STK,Dove Invisible Deodorant Solid - Original,,6775,2.66,7.49,2.64
703,2.6 OZ STK,Dove Invisible Deodorant Solid - Powder,,6777,2.66,7.49,2.64
704,2.6 OZ STK,Dove Invisible Deodorant Solid - Unscented Sensitive Skin,,6778,2.66,7.49,2.64
798,12 OZ BTL,Dove Moisture Rich for Color Treated DARK Hair Conditioner,,6872,4.44,7.49,4.94
797,12 OZ BTL,Dove Moisture Rich for Color Treated DARK Hair Shampoo,,6871,4.44,7.49,4.94
796,12 OZ BTL,Dove Moisture Rich for Color Treated LIGHT Hair Conditioner,,6870,4.44,7.49,4.94
795,12 OZ BTL,Dove Moisture Rich for Color Treated LIGHT Hair Shampoo,,6869,4.44,7.49,4.94
4385,24 ct,Dove Snickers Ice Cream Bars ,,10482,13.99,7.49,16.79
705,2.6 oz stk,Dove Ultimate Clear Gel - Original,,6779,3.89,7.49,3.69
5234,64 oz,Downy April Fresh 21 Loads ,,11343,3.99,7.49,4.83
5235,34 oz,Downy April Fresh 40 Loads ,,11344,4.47,7.49,5.41
5230,120 ea,Downy Fabric Softener Sheets; April Fresh ,,11339,4.74,7.49,5.74
5231,80 ea,Downy Fabric Softener Sheets; April Fresh ,,11340,4.29,7.49,5.19
5232,120 ea,Downy Fabric Softener; Sheets; Clean Breeze ,,11341,4.74,7.49,5.74
5236,51 oz,Downy Fabric Softener; Ultra Concentrated; April Fresh ,,11345,5.62,7.49,6.8
5237,41 oz,Downy Fabric Softener; Ultra; Lavender Serenity ,,11346,5.62,7.49,6.8
5238,44 oz,Downy Liquid With Febreze Fresh Scent ,,11347,5.62,7.49,6.8
5233,105 ea,Downy Simple Pleasures Vanilla & Lavender Scent Dryer Sheets ,,11342,4.74,7.49,5.74
5239,77 oz,Downy Ultra Fabric Softener April Fresh ,,11348,7.28,7.49,8.81
5240,77 oz,Downy Ultra Fabric Softener Clean Breeze ,,11349,7.28,7.49,8.81
5241,34 oz,Downy Ultra Mountain Spring Liquid Fabric Softener 40 Loads ,,11350,4.47,7.49,5.41
5242,51 oz,Downy Ultra Mountain Spring Liquid Fabric Softener 60 Loads ,,11351,5.62,7.49,6.8
1107,16 oz,Dr. Bronner's Magic Soaps Pure-Castile Soap ,,7181,9.99,7.49,12.49
494,12 oz can,Dr. Pepper,,6568,4.5,7.49,4.89
446,2 LTR BTL,Dr. Pepper,,6520,1.48,7.49,1.89
447,2 LTR BTL,Dr. Pepper - Diet,,6521,1.48,7.49,1.89
495,12 OZ CAN,Dr. Pepper - Diet,,6569,4.5,7.49,4.89
496,12 oz can,Dr. Pepper - Diet Cherry Vanilla,,6570,4.5,7.49,4.89
397,8.8 oz,Droste Holland Cocoa for drinking and Baking ,,6471,9.49,7.49,11.67
1837,3 oz. pkgs,Duchess® Chocolate Donuts - Box of 12,,7938,4.18,7.49,4.91
1838,3 oz. pkgs,Duchess® Honey Buns - Box of 12,,7939,3.29,7.49,3.87
1839,3 oz. pkgs,Duchess® Mini Sugar Donuts - Box of 12,,7940,4.18,7.49,4.91
4241,1.5 qt,Edy's Drumstick Sundae Cone Ice Cream ,,10338,3.99,7.49,4.79
4242,1.5 qt,Edy's Fat Free No Sugar Added Ice Cream - Vanilla Chocolate Swirl ,,10339,3.99,7.49,4.79
4243,1.5 qt,Edy's Frozen Dairy Dessert; The Original Rocky Road ,,10340,3.99,7.49,4.79
4244,1.75 qt,Edy's Grand Light Butter Pecan ,,10341,3.99,7.49,4.79
4245,1.75 qt,Edy's Grand Light Mint Chocolate Chip ,,10342,3.99,7.49,4.79
4246,1.75 qt,Edy's Ice Cream Cherry Chocolate Chip ,,10343,3.99,7.49,4.79
4247,1.75 qt,Edy's Ice Cream Grand Butter Pecan ,,10344,3.99,7.49,4.79
4248,1.75 qt,Edy's Ice Cream Grand Chocolate ,,10345,3.99,7.49,4.79
4249,1.5 qt,Edy's Ice Cream Grand Chocolate Chip Cookie Dough ,,10346,3.99,7.49,4.79
4250,1.5 qt,Edy's Ice Cream Grand Double Fudge Brownie ,,10347,3.99,7.49,4.79
4251,1.5 qt,Edy's Ice Cream Grand Double Vanilla ,,10348,3.99,7.49,4.79
4252,1.75 qt,Edy's Ice Cream Grand French Vanilla ,,10349,3.99,7.49,4.79
4253,1.75 qt,Edy's Ice Cream Grand Mint Chocolate Chip ,,10350,3.99,7.49,4.79
4254,1.75 qt,Edy's Ice Cream Grand Neapolitan ,,10351,3.99,7.49,4.79
4255,1.5 qt,Edy's Ice Cream Grand Strawberry ,,10352,3.99,7.49,4.79
4256,1.5 qt,Edy's Ice Cream Grand Vanilla Bean ,,10353,3.99,7.49,4.79
4257,1.75 qt,Edy's Ice Cream Light Chocolate ,,10354,3.99,7.49,4.79
4258,1.75 qt,Edy's Ice Cream Light Chocolate Fudge Chunk ,,10355,3.99,7.49,4.79
4259,1.75 qt,Edy's Ice Cream Light Cookies N Cream ,,10356,3.99,7.49,4.79
4260,1.75 qt,Edy's Ice Cream Light Double Fudge Brownie ,,10357,3.99,7.49,4.79
4261,1.75 qt,Edy's Ice Cream Light French Vanilla ,,10358,3.99,7.49,4.79
4262,1.75 qt,Edy's Ice Cream Light Fudge Tracks ,,10359,3.99,7.49,4.79
4263,1.5 qt,Edy's Ice Cream No Sugar Added Butter Pecan ,,10360,3.99,7.49,4.79
4264,1.75 qt,Edy's Ice Cream NSA Vanilla ,,10361,3.99,7.49,4.79
4265,1.75 qt,Edy's Ice Cream Vanilla ,,10362,3.99,7.49,4.79
4266,1.5 qt,Edy's Ice Cream; Light; Hot Cocoa ,,10363,3.99,7.49,4.79
4267,1.5 qt,Edy's Ice Cream; Light; No Sugar Added; Mint Chocolate Chip ,,10364,3.99,7.49,4.79
4268,1.75 qt,Edy's Light Cookie Dough Ice Cream ,,10365,3.99,7.49,4.79
4269,1.5 qt,Edy's Limited Edition Egg Nog Ice Cream ,,10366,3.99,7.49,4.79
4270,1.75 qt,Edy's Loaded Chocolate Chip Mint Brownie ,,10367,3.99,7.49,4.79
4271,1.5 qt,Edy's Loaded Ice Cream - Butterfinger ,,10368,3.99,7.49,4.79
4272,1.5 qt,Edy's Loaded Ice Cream - Chocolate Peanut Butter Cup ,,10369,3.99,7.49,4.79
4386,8 ea,Edy's Novelties Drumstick Dipped Variety Pack ,,10483,6.88,7.49,8.26
4387,8 ea,Edy's Novelties Drumstick Vanilla Cone ,,10484,6.88,7.49,8.26
4388,8 ea,Edy's Novelties Drumstick Variety Pack ,,10485,6.88,7.49,8.26
4273,1.75 qt,Edy's Slow Churned Ice Cream Light Caramel Delight ,,10370,3.99,7.49,4.79
4274,1.75 qt,Edy's Slow Churned Ice Cream Light Coffee ,,10371,3.99,7.49,4.79
4275,1.5 qt,Edy's Slow Churned Ice Cream Light French Silk ,,10372,3.99,7.49,4.79
4276,1.75 qt,Edy's Slow Churned Ice Cream Light Peanut Butter Cup ,,10373,3.99,7.49,4.79
4277,1.75 qt,Edy's Slow Churned Ice Cream Light Vanilla ,,10374,3.99,7.49,4.79
4278,1.75 qt,Edy's Slow Churned Ice Cream Light Vanilla Bean ,,10375,3.99,7.49,4.79
4279,1.75 qt,Edy's Slow Churned Light Strawberry Ice Cream ,,10376,3.99,7.49,4.79
4280,1.5 qt,Edy's Slow Churned Rich & Creamy No Sugar Added Ice Cream - Fudge Tracks ,,10377,3.99,7.49,4.79
4281,1.5 qt,Edy's Slow Churned Rich & Creamy No Sugar Added Ice Cream - Triple Chocolate ,,10378,3.99,7.49,4.79
4282,1.75 qt,Edy's Slow Churned Rich & Creamy Take The Cake ,,10379,3.99,7.49,4.79
3547,12 ea,Egg-Land's Best Eggs; Grade A Brown; Large ,,9666,3.49,7.49,4.26
3548,12 ea,Egg-Land's Best Eggs; Large ,,9667,2.79,7.49,3.4
3546,10 ea,Egglands Best Eggs Hard Cooked ,,9665,2.79,7.49,3.4
3549,12 ea,Egglands Best Large Eggs Organic ,,9668,3.99,7.49,4.87
1868,10 ct. bags,Eggo® Waffles Homestyle - 6 Pack,,7952,7.52,7.49,8.84
2267,90 ct,Electrasol® Powerball®- 90 Count,,8380,13.74,7.49,16.14
5114,10 oz,Endust Dust & Clean Furniture Polish - Lemon ,,11222,3.99,7.49,4.67
5115,10 oz,Endust Dusting and Cleaning Spray ,,11223,3.99,7.49,4.67
1529,36 oz can,Enfamil® Infant Formula LIPIL Gentlease Powder,,7603,35.67,7.49,41.91
1530,38 oz can,Enfamil® LIPIL with Iron Powder ,,7604,31.88,7.49,37.46
1433,8 ea,Entenmann's 8 Frosted Devil's Food Donuts ,,7507,4.69,7.49,5.16
1487,9 oz,Entenmann's Chocolate Chip Banana Mini Muffin Bites ,,7561,3.99,7.49,5.39
1434,12 ea,Entenmann's Donuts; Assorted; Frosted; Family Pack ,,7508,4.79,7.49,5.27
1435,8 ea,Entenmann's Donuts; Chocolate Lover's; Variety Pack ,,7509,4.99,7.49,5.49
1436,8 ea,Entenmann's Donuts; Crumb Topped ,,7510,4.69,7.49,5.16
1437,10.5 oz,Entenmann's Donuts; Mini; Frosted ,,7511,1.99,7.49,2.19
1438,10 oz,Entenmann's Donuts; Mini; Powdered ,,7512,1.99,7.49,2.19
1439,12 ea,Entenmann's Donuts; Plain; Family Pack ,,7513,4.79,7.49,5.27
1440,18 oz,Entenmann's Donuts; Rich Frosted ,,7514,3.49,7.49,3.84
1441,14 oz,Entenmann's Donuts; Softee Cinnamon ,,7515,2.99,7.49,3.29
1442,14 oz,Entenmann's Donuts; Softee Powdered ,,7516,2.99,7.49,3.29
1443,12 ea,Entenmann's Donuts; Variety; Family Pack ,,7517,4.79,7.49,5.27
1488,5 ea,Entenmann's little Bites Mini Blueberry Muffins ,,7562,3.99,7.49,5.39
1489,5 ea,Entenmann's Little Bites Mini Chocolate Chip Muffins ,,7563,3.99,7.49,5.39
1444,11.5 oz,Entenmann's Pound Cake; Golden ,,7518,2.99,7.49,3.29
1445,1 lb,Entenmann's Rich Frosted Donuts 8 Count ,,7519,4.69,7.49,5.16
1446,1 lb,Entenmann's Variety Pack Donuts ,,7520,4.69,7.49,5.16
1108,2 oz,EO Hand Sanitizing Gel; Lavender Essential Oil ,,7182,5.09,7.49,6.36
2366,170 OZ JUG,Era® Ultra 2X Concentrated Liquid Detergent - 110 Loads,,8479,13.47,7.49,15.83
1109,8.4 oz,Eucerin Daily Shower Oil ,,7183,6.99,7.49,8.74
696,16.9 oz tube,Eucerin Moisturizing Lotion,,6770,11.49,7.49,8.09
3774,5.3 oz,Fage Total 0% Authentic Greek Yogurt ,,9893,1.79,7.49,2.24
3775,7 oz,Fage Total 2% Greek Yogurt ,,9894,1.79,7.49,2.24
2833,13 OZ BOX,Famous Amos Cookies - Chocolate Chip,,8953,3.99,7.49,5.31
2834,15 OZ Box,Famous Amos Cookies - Chocolate Chip w Pecans,,8954,3.99,7.49,5.31
2835,16 OZ BOX,Famous Amos Cookies - Peanut Butter,,8955,3.69,7.49,4.91
2097,36 ct.,Famous Amos® Chocolate Chip Cookies - 36 Pouches,,8201,9.37,7.49,11.01
2327,1.2 Liter bottle,Febreze® Fabric Refresher - 2 Pack,,8440,8.62,7.49,10.13
2556,16.2 oz,Fiber One Cereal; Bran; Original ,,8682,3.54,7.49,4.43
3070,5 ct box,Fiber One Chewy Bars - Oats & Peanut Butter,,9190,3.29,7.49,4.18
1843,1.4 oz bars,Fiber One® Oats & Chocolate Chewy Bars - 20 Pack,,8112,7.38,7.49,8.67
1844,1.4 oz Bars,Fiber One® Oats & Peanut Butter Chewy Bars - 20 Pack,,8113,4.81,7.49,5.65
5190,36 ea,Finish Automatic Dishwasher Detergent ,,11299,11.99,7.49,14.99
5191,12 ea,Finish Automatic Dishwasher Detergent ,,11300,4.99,7.49,6.24
5192,2 ea,Finish Automatic Dishwasher Detergent ,,11301,5.99,7.49,7.49
5193,32 ea,Finish Dishwasher Detergent; Automatic; All in 1 ,,11302,5.99,7.49,7.49
5194,60 ea,Finish Dishwasher Detergent; Automatic; Fresh Scent ,,11303,11.99,7.49,14.99
5195,20 ea,Finish Dishwasher Detergent; Automatic; Gelpacs; Fresh Scent ,,11304,4.99,7.49,6.24
5196,52.9 oz,Finish Dishwasher Detergent; Automatic; Gelpacs; Orange Scent ,,11305,11.99,7.49,14.99
5197,75 oz,Finish Dishwasher Detergent; Automatic; Lemon Fresh Scent ,,11306,4.49,7.49,5.61
5198,75 oz,Finish Dishwasher Detergent; Automatic; Powder; Lemon Fresh Scent ,,11307,4.49,7.49,5.61
5199,20 ea,Finish Dishwasher Detergent; Automatic; Powerball Tabs; Fresh Scent ,,11308,4.99,7.49,6.24
5200,20 ea,Finish Dishwasher Detergent; Automatic; Powerball Tabs; Orange Scent ,,11309,4.99,7.49,6.24
3172,16 oz,Fleischmann's Margarine; Original ,,9292,2.09,7.49,2.53
3173,16 oz,Fleischmann's Unsalted Stick ,,9293,2.09,7.49,2.53
3174,11.8 oz,Fleischmann's Vegetable Oil Spread; 60%; Whipped; Original ,,9294,2.09,7.49,2.53
1,11.5 oz,Folgers Aromaseal Hazelnut Decaf ,,6074,4.99,7.49,5.89
2,22.6 oz,Folgers Coffee; Ground; Classic Decaf ,,6075,8.79,7.49,10.37
3,11.5 oz,Folgers Coffee; Ground; French Vanilla ,,6076,4.99,7.49,5.89
4,11.5 oz,Folgers Coffee; Ground; Hazelnut ,,6077,4.99,7.49,5.89
68,8 oz,Folgers Coffee; Instant; Classic Decaf ,,6141,7.19,7.49,8.99
69,8 oz,Folgers Coffee; Instant; Classic Roast ,,6142,6.59,7.49,8.24
5,27.8 oz,Folgers Ground Coffee ,,6078,7.24,7.49,8.54
6,10.3 oz,Folgers Ground Coffee ,,6079,3.95,7.49,4.66
7,10.8 oz,Folgers Ground Coffee ,,6080,3.95,7.49,4.66
8,29.2 oz,Folgers Ground Coffee ,,6081,7.24,7.49,8.54
