product_id,product_size,product_title,product_upc,productlink_id,productlink_buyprice,productlink_presale,productlink_price
9,11.3 oz,Folgers Ground Coffee ,,6082,3.95,7.49,4.66
10,33.9 oz,Folgers Ground Coffee ,,6083,7.49,7.49,8.84
11,11.5 oz,Folgers Simply Smooth ,,6084,4.99,7.49,5.89
12,23 oz,Folgers Simply Smooth Caf ,,6085,7.19,7.49,8.48
13,11.5 oz,Folgers Simply Smooth Decaf ,,6086,4.99,7.49,5.89
5116,22 oz,Formula 409 Carpet Cleaner Aerosol ,,11224,3.19,7.49,3.73
4553,24.62 oz,Freschetta Pizza; Bake to Rise Crust; 4-Cheese ,,10650,5.99,7.49,7.49
4554,26.58 oz,Freschetta Pizza; Bake to Rise Crust; 4-Meat ,,10651,5.99,7.49,7.49
4555,25.12 oz,Freschetta Pizza; Bake to Rise Crust; Pepperoni ,,10652,5.99,7.49,7.49
4556,12.6 oz,Freschetta Pizza; Pepperoni ,,10653,5.99,7.49,7.49
4557,21.75 oz,Freschetta Pizza; Pepperoni ,,10654,5.99,7.49,7.49
4558,24.69 oz,Freschetta Pizza; Premium Original Crust; 10-Topping Supreme ,,10655,5.99,7.49,7.49
4559,22.9 oz,Freschetta Pizza; Premium Original Crust; Pepperoni Duo ,,10656,5.99,7.49,7.49
4560,21.35 oz,Freschetta Pizza; Supreme ,,10657,5.99,7.49,7.49
4561,29.64 oz,Freschetta Sensation Supreme Pizza ,,10658,5.99,7.49,7.49
4562,12.8 oz,Freschetta Ultra Thin Italian Style 5 Cheese Pizza ,,10659,5.99,7.49,7.49
2232,2 lbs,Fresh Garlic Braid- 2 lbs pkg,,8345,3.47,7.49,4.08
2213,3 lbs,Fresh Lemons - 3 lbs,,8326,4.27,7.49,5.02
2923,big grab bags,Frito Lay Chips Variety Pack- 30 pk,,9043,10.88,7.49,11.88
2963,10.5 oz bag,Frito-Lay Sun Chips,,9083,3.79,7.49,4.81
2964,10.5 oz bag,Frito-Lay Sun Chips - Cheddar,,9084,3.79,7.49,4.81
2965,10.5 oz bag,Frito-Lay Sun Chips - French Onion,,9085,3.79,7.49,4.81
2966,10.5 oz bag,Frito-Lay Sun Chips - Garden Salsa,,9086,3.79,7.49,4.81
4402,12 ea,Fudgsicle Fudge Bar; Original ,,10499,2.99,7.49,3.59
4403,20 ea,Fudgsicle Fudge Bars; Original ,,10500,4.69,7.49,5.63
2023,15 bars,FullBar® Coco Chip Bars - 15 Pack,,8114,16.88,7.49,19.83
2958,6.5 oz bag,Funyuns,,9078,3.29,7.49,4.18
5117,27 oz,Future Premium Floor Finish ,,11225,6.69,7.49,7.83
509,32 oz,G Thirst Quencher; Rain Berry ,,6583,0.99,7.49,1.32
510,32 oz,G Thirst Quencher; Rain Lime ,,6584,0.99,7.49,1.32
511,8 ea,G2 Electrolyte Beverage; Fruit Punch ,,6585,5.98,7.49,7.95
512,8 ea,G2 Electrolyte Beverage; Grape ,,6586,5.98,7.49,7.95
513,6 ea,G2 Electrolyte Beverage; Low Calorie; Fruit Punch ,,6587,3.39,7.49,4.51
514,6 ea,G2 Electrolyte Beverage; Low Calorie; Grape ,,6588,3.39,7.49,4.51
515,8 ea,G2 Electrolyte Beverage; Orange ,,6589,5.98,7.49,7.95
516,32 oz,G2 Thirst Quencher; Blueberry-Pomegranate ,,6590,0.99,7.49,1.32
517,32 oz,G2 Thirst Quencher; Cool Blue ,,6591,0.99,7.49,1.32
518,32 oz,G2 Thirst Quencher; Fierce Strawberry ,,6592,0.99,7.49,1.32
519,32 oz,G2 Thirst Quencher; Fruit Punch ,,6593,0.99,7.49,1.32
520,32 oz,G2 Thirst Quencher; Grape ,,6594,0.99,7.49,1.32
521,32 oz,G2 Thirst Quencher; Lemon-Lime ,,6595,0.99,7.49,1.32
522,32 oz,G2 Thirst Quencher; Orange ,,6596,0.99,7.49,1.32
2367,170 OZ JUG,Gain® Ultra 2X - 110 Loads,,8480,17.47,7.49,20.53
2368,170 OZ JUG,Gain® Ultra 2X with Touch of Softness- 81 Loads,,8481,17.27,7.49,20.29
2959,8.6 OZ BAG,Gardetto's,,9079,2.69,7.49,3.42
799,13 OZ BTL,Garnier Fructis 2-in-1 Shampoo & Conditioner Volume,,6873,2.94,7.49,3.49
801,13 OZ BTL,Garnier Fructis Body & Volume Conditioner,,6875,2.94,7.49,3.49
800,13 OZ BTL,Garnier Fructis Body & Volume Shampoo,,6874,2.94,7.49,3.49
803,13 OZ BTL,Garnier Fructis Color Shield Conditioner,,6877,2.94,7.49,3.49
802,13 OZ BTL,Garnier Fructis Color Shield Shampoo,,6876,2.94,7.49,3.49
805,13 OZ BTL,Garnier Fructis Curl & Shine Conditioner,,6879,2.94,7.49,3.49
804,13 OZ BTL,Garnier Fructis Curl & Shine Shampoo,,6878,2.94,7.49,3.49
807,13 OZ BTL,Garnier Fructis Length & Strength Conditioner,,6881,2.94,7.49,3.49
806,13 OZ BTL,Garnier Fructis Length & Strength Shampoo,,6880,2.94,7.49,3.49
808,13 OZ BTL,Garnier Fructis Sleek & Shine Shampoo,,6882,2.94,7.49,3.49
328,24 qt,Gatorade 6 Gal Powder Lemon Lime ,,6402,7.99,7.49,9.75
523,6 ea,Gatorade All Stars Fruit Punch 6 pack Bottle ,,6597,3.39,7.49,4.51
524,6 ea,Gatorade All Stars Ice punch 6 pack Bottle ,,6598,3.39,7.49,4.51
525,128 oz,Gatorade Frost Glacier Freeze ,,6599,3.99,7.49,5.31
526,64 oz,Gatorade Frost Glacier Freeze Bottle ,,6600,1.98,7.49,2.63
329,18 oz,Gatorade Frost Glacier Freeze Powder ,,6403,3.89,7.49,4.75
527,8 ea,Gatorade G2 Electrolyte Beverage - Blueberry Pomegranate ,,6601,5.98,7.49,7.95
528,8 ea,Gatorade G2 Electrolyte Beverage - Lemon Lime ,,6602,5.98,7.49,7.95
529,128 oz,Gatorade Lemon Lime Bottle ,,6603,3.99,7.49,5.31
530,6 ea,Gatorade Thirst Quencher; Berry ,,6604,3.39,7.49,4.51
531,20 oz,Gatorade Thirst Quencher; Cool Blue ,,6605,1.49,7.49,1.98
532,8 ea,Gatorade Thirst Quencher; Cool Blue ,,6606,5.98,7.49,7.95
533,8 ea,Gatorade Thirst Quencher; Frost Glacier Freeze ,,6607,5.98,7.49,7.95
534,8 ea,Gatorade Thirst Quencher; Fruit Punch ,,6608,5.98,7.49,7.95
535,64 oz,Gatorade Thirst Quencher; Fruit Punch ,,6609,1.98,7.49,2.63
536,128 oz,Gatorade Thirst Quencher; Fruit Punch ,,6610,3.99,7.49,5.31
537,20 oz,Gatorade Thirst Quencher; Fruit Punch ,,6611,1.49,7.49,1.98
538,32 oz,Gatorade Thirst Quencher; Glacier Freeze ,,6612,0.99,7.49,1.32
539,8 ea,Gatorade Thirst Quencher; Grape ,,6613,5.98,7.49,7.95
540,32 oz,Gatorade Thirst Quencher; Grape ,,6614,0.99,7.49,1.32
330,51 oz,Gatorade Thirst Quencher; Instant Mix; Fruit Punch ,,6404,7.99,7.49,9.75
331,51 oz,Gatorade Thirst Quencher; Instant Mix; Orange ,,6405,7.99,7.49,9.75
541,64 oz,Gatorade Thirst Quencher; Lemon-Lime ,,6615,1.98,7.49,2.63
542,32 oz,Gatorade Thirst Quencher; Lemon-Lime ,,6616,0.99,7.49,1.32
543,8 ea,Gatorade Thirst Quencher; Lemon-Lime ,,6617,5.98,7.49,7.95
544,6 ea,Gatorade Thirst Quencher; Lemon-Lime ,,6618,3.39,7.49,4.51
545,6 ea,Gatorade Thirst Quencher; Orange ,,6619,3.39,7.49,4.51
546,8 ea,Gatorade Thirst Quencher; Orange ,,6620,5.98,7.49,7.95
547,32 oz,Gatorade Thirst Quencher; Orange ,,6621,0.99,7.49,1.32
548,64 oz,Gatorade Thirst Quencher; Orange ,,6622,1.98,7.49,2.63
549,32 oz,Gatorade Thirst Quencher; Riptide Rush ,,6623,0.99,7.49,1.32
52,8 oz,General Foods International Coffeehouse Beverage Mix; Cafe Francais ,,6125,2.89,7.49,3.61
53,10 oz,General Foods International Coffeehouse Beverage Mix; Cafe Vienna ,,6126,2.89,7.49,3.61
54,9.7 oz,General Foods International Coffeehouse Beverage Mix; Chai Latte ,,6127,2.89,7.49,3.61
55,9 oz,General Foods International Coffeehouse Beverage Mix; Decaffeinated; Vanilla Bean Latte ,,6128,2.89,7.49,3.61
56,9 oz,General Foods International Coffeehouse Beverage Mix; French Vanilla Cafe ,,6129,2.89,7.49,3.61
57,9.9 oz,General Foods International Coffeehouse Beverage Mix; Hazelnut Cafe ,,6130,2.89,7.49,3.61
58,10 oz,General Foods International Coffeehouse Beverage Mix; Orange Spice Latte ,,6131,2.89,7.49,3.61
59,4.4 oz,General Foods International Coffeehouse Beverage Mix; Sugar Free; Decaffeinated; French Vanilla Cafe ,,6132,2.89,7.49,3.61
60,4.4 oz,General Foods International Coffeehouse Beverage Mix; Sugar Free; French Vanilla Cafe ,,6133,2.89,7.49,3.61
61,4.4 oz,General Foods International Coffeehouse Beverage Mix; Sugar Free; Suisse Mocha Cafe ,,6134,2.89,7.49,3.61
62,4.4 oz,General Foods International Coffeehouse Beverage Mix; Sugar Free; Suisse Mocha Cafe; Decaffeinated ,,6135,2.89,7.49,3.61
63,8 oz,General Foods International Coffeehouse Beverage Mix; Suisse Mocha Cafe ,,6136,2.89,7.49,3.61
64,9.6 oz,General Foods International Coffeehouse Beverage Mix; Vanilla Caramel Latte ,,6137,2.89,7.49,3.61
65,6 ea,General Foods International Coffees Cappuccino Coolers French Vanilla ,,6138,2.29,7.49,2.86
66,6 ea,General Foods International Coffees Cappuccino Coolers Hazelnut ,,6139,2.29,7.49,2.86
67,5 ea,General Foods International Coffees Cappuccino French Vanilla ,,6140,2.89,7.49,3.61
2557,14.25 oz,General Mills Whole Grain Fiber One Honey Clusters Cereal ,,8683,3.54,7.49,4.43
2558,17.25 oz,General Mills Whole Grain Fiber One Raisin Bran Clusters ,,8684,3.54,7.49,4.43
2559,12.25 oz,General Mills Whole Grain Honey Nut Cheerios Cereal ,,8685,2.64,7.49,3.3
2560,13.8 oz,General Mills Whole Grain Honey Nut Chex Cereal ,,8686,3.19,7.49,3.99
2561,9 oz,General Mills Whole Grain MultiGrain Cheerios Cereal ,,8687,3.89,7.49,4.86
2562,12.8 oz,General Mills Whole Grain MultiGrain Cheerios Cereal ,,8688,4.35,7.49,5.44
2563,11.3 oz,General Mills Whole Grain Oat Cluster Cheerios Crunch Cereal ,,8689,3.69,7.49,4.61
2564,14 oz,General Mills Whole Grain Wheat Chex Cereal ,,8690,2.99,7.49,3.74
2565,10.9 oz,General Mills Whole Grain Wheaties Cereal ,,8691,3.39,7.49,4.24
2566,15.6 oz,General Mills Whole Grain Wheaties Cereal ,,8692,3.99,7.49,4.99
2567,12.2 oz,General Mills Whole Grain Yogurt Burst Strawberry Cheerios Cereal ,,8693,3.29,7.49,4.11
1909,45 oz box,General Mills® Cinnamon Toast Crunch - 2 Bags,,7998,6.25,7.49,7.34
1910,38.5 oz box,General Mills® Variety-Cocao Puffs/Lucky Charms/Trix- 3 Bags,,7999,5.56,7.49,6.53
1528,18 ct,Gerber® 2nd Foods- Assorted Fruit Pack  -18 ct,,7602,9.28,7.49,10.9
398,16 oz,Ghirardelli Premium Hot Cocoa Double Chocolate ,,6472,5.49,7.49,6.75
875,5 ea,Gillette for Women Sensor Excel Razor Cartridges ,,6949,10.99,7.49,14.29
1110,12 oz,Gillette Hydrator + Body Wash; 2 in 1; Dry Skin ,,7184,3.89,7.49,4.86
1111,12 oz,Gillette Oil Control Face Wash Plus Body Wash 2 IN 1 ,,7185,3.89,7.49,4.86
876,13 ea,Gillette Razors; Disposable; Classic ,,6950,6.99,7.49,9.09
877,11 ea,Gillette Razors; Disposable; Pivot ,,6951,6.99,7.49,9.09
1112,12 oz,Gillette Shampoo + Body Wash; 2 in 1; Gentle Clean ,,7186,3.89,7.49,4.86
878,4 ea,Gillette Venus Razor Cartridges ,,6952,10.99,7.49,14.29
1113,8.5 oz,Giovanni Body Lotion ,,7187,10.59,7.49,13.24
2325,120 ct pkg,Glad® ForceFlex® Trash Bags with Drawstring - 13 Gallon,,8438,13.88,7.49,16.31
2326,70 ct pkg,Glad® ForceFlex® Trash Bags with Drawstring - 33 Gallon,,8439,13.88,7.49,16.31
4935,0.43 oz,Glade Automatic Spray Refill; Apple Cinnamon ,,11039,3.49,7.49,4.01
4936,0.43 oz,Glade Automatic Spray Refill; Clean Linen ,,11040,3.49,7.49,4.01
4937,1 ea,Glade Automatic Spray; Motion Sensor; Clean Linen ,,11041,8.49,7.49,9.76
4938,1 ea,Glade Fragrancer Kit; Alternating; Clean Linen; Sunny Days ,,11042,8.49,7.49,9.76
4939,1 ea,Glade Gel Warmer & Refill; Scented; Classic; Clean Linen ,,11043,1.99,7.49,2.29
4940,32 oz,Glade Odor Eliminator; Carpet & Room; Clean Linen ,,11044,2.29,7.49,2.63
4941,32 oz,Glade Odor Eliminator; Carpet & Room; Tropical Mist ,,11045,2.29,7.49,2.63
4942,22 oz,Glade Odor Eliminator; Clean Linen ,,11046,3.99,7.49,4.59
4943,2 ea,Glade Refills; Scented Oil; Hawaiian Breeze ,,11047,5.43,7.49,6.24
4944,3 ea,Glade Scented Gel Refills; Apple Cinnamon ,,11048,3.49,7.49,4.01
4945,3 ea,Glade Scented Gel Refills; Clean Linen ,,11049,3.49,7.49,4.01
4946,3 ea,Glade Scented Gel Refills; Lavender & Vanilla ,,11050,3.49,7.49,4.01
4947,3 ea,Glade Scented Gel Refills; Tropical Mist ,,11051,3.49,7.49,4.01
4948,2 ea,Glade Scented Oil Refill; Apple Cinnamon ,,11052,5.43,7.49,6.24
4949,2 ea,Glade Scented Oil Refill; French Vanilla ,,11053,5.43,7.49,6.24
4950,2 ea,Glade Scented Oil Refill; Sweet Pea & Lilac ,,11054,5.43,7.49,6.24
4951,2 ea,Glade Scented Oil Refill; White Tea & Lily ,,11055,5.43,7.49,6.24
4952,2 ea,Glade Scented Oil Refills; Clean Linen ,,11056,5.43,7.49,6.24
4953,1.42 oz,Glade Scented Oil Refills; Clean Linen/Sunny Days ,,11057,5.43,7.49,6.24
4954,1.42 oz,Glade Scented Oil Refills; Hawaiian Breeze/Vanilla Passion Fruit ,,11058,5.43,7.49,6.24
4955,2 ea,Glade Scented Oil Refills; Lavender & Vanilla ,,11059,5.43,7.49,6.24
4956,1.42 oz,Glade Scented Oil Refills; Ocean Blue/Refreshing Surf ,,11060,5.43,7.49,6.24
4957,1 ea,Glade Scented Oil Warmer; Fan ,,11061,2.99,7.49,3.44
4958,9 oz,Glade Spray; Apple Cinnamon ,,11062,0.99,7.49,1.14
4959,9 oz,Glade Spray; Clean Linen ,,11063,0.99,7.49,1.14
4960,9 oz,Glade Spray; French Vanilla ,,11064,0.99,7.49,1.14
4961,9 oz,Glade Spray; Hawaiian Breeze ,,11065,0.99,7.49,1.14
4962,9 oz,Glade Spray; Lavender & Vanilla ,,11066,0.99,7.49,1.14
4963,1 ea,Glade Warmer; Scented Oil ,,11067,0.99,7.49,1.14
2331,6 Pieces,Glade® Plug-Ins Scented Oil - 3 Warmers + 3 Refills,,8444,7.56,7.49,8.88
2332,5 Pieces,Glade® Plug-Ins Scented Oil - 5 Refills,,8445,9.14,7.49,10.74
5144,32 oz,Glass Plus Glass and Multi Surface Cleaner ,,11252,2.99,7.49,3.65
719,4 oz btl,Gold Bond Body Powder,,6793,3.69,7.49,3.99
720,4 oz btl,Gold Bond Body Powder - Extra Strength,,6794,4.19,7.49,4.44
4404,6 ea,Good Humor Chocolate Eclai ,,10501,3.49,7.49,4.19
4405,20 ea,Good Humor Popsicle Sugar Free Popsicle/Fudgesicle/Creamsicle variety pack ,,10502,4.69,7.49,5.63
4406,18 oz,Good Humor Strawberry Shortcake ,,10503,3.49,7.49,4.19
2255,36 ct,Good Humor® Variety Pack - 36 Pack,,8368,9.58,7.49,11.26
2098,33 ct.,Grandmas® Big  Cookies Variety Pack- 33 Pack,,8202,8.58,7.49,10.08
2099,33 ct.,Grandmas® Chocolate Chip Cookies  - 33 Pack,,8203,8.58,7.49,10.08
2203,5 lbs,Granny Smith Apples - 5 Lb. Bag,,8316,5.24,7.49,6.16
2247,2 lb pkg,Grape Tomatoes - 2 Lbs.,,8360,5.39,7.49,6.33
2209,8 LBs.,Grapefruit  - 8 lb bag,,8322,6.86,7.49,8.06
2210,3 lbs,Grapes Black Seedless,,8323,6.87,7.49,8.07
2211,3 lbs,Grapes Green Seedless,,8324,6.87,7.49,8.07
2212,3 lbs,Grapes Red Seedless,,8325,6.87,7.49,8.07
399,4.4 oz,Green & Blacks Organic Cocoa Powder ,,6473,5.49,7.49,6.75
2229,6 ct,Green Bell Pepper - 6 Pack,,8342,6.88,7.49,8.08
1905,15 oz can,Green Giant® Asparagus Spears - 4 Pack,,7994,6.34,7.49,7.45
1902,4 oz can,Green Giant® Mushrooms Pieces & Stems -12 Pack,,7991,7.88,7.49,9.26
5202,22 oz,Green Works Dishwashing Liquid - Simply Tangerine ,,11311,2.99,7.49,3.74
5071,24 oz,Greenworks Bathroom Cleaner Spray ,,11179,2.59,7.49,3.26
5070,24 oz,Greenworks Toilet Bowl Cleaner ,,11178,2.59,7.49,3.26
332,8 ea,Hawaiian Punch Drink Mix; Sugar Free; Wild Purple Smash ,,6406,1,7.49,1.22
333,12 ea,Hawaiian Punch Freezer Bars; Variety ,,6407,2.49,7.49,3.04
809,14.2 OZ BTL,Head & Shoulders 2 in 1 Shampoo & Conditioner,,6883,3.76,7.49,4.29
1886,4 ct. pkg,Healthy Choice® Café Steamers - 4 Pack,,7975,9.88,7.49,11.61
1887,15 oz can,Healthy Choice® Soup Variety - 10 Pack,,7976,10.38,7.49,12.2
2382,7 ct. pkgs,Hebrew National®  Beef Franks- 3 Pack,,8495,7.83,7.49,9.2
3776,32 oz,Helios Nutrition Kefir with FOS Organic Plain ,,9895,3.49,7.49,4.36
3777,32 oz,Helios Nutrition Kefir with FOS Organic Raspberry ,,9896,3.49,7.49,4.36
2786,1 BAR,Hershey's Milk Chocolate,,8906,0.64,7.49,0.94
2787,1 BAR,Hershey's Milk Chocolate with Almonds,,8907,0.64,7.49,0.94
2072,55 oz pkg,Hershey® Assorted Miniatures - Big Bag,,8176,10.48,7.49,12.31
2073,30 ct. box,Hershey® Full Size Bars Variety- 30 Pack,,8177,14.84,7.49,17.44
2074,56 oz pbag,Hershey® Milk Chocolate Kisses -Big Bag,,8178,10.48,7.49,12.31
2075,36 ct. Box,Hershey® Milk Chocolate with Almonds Bars - 36 ct.,,8179,17.82,7.49,20.94
2076,36 Bars,Hersheys® Cookies N  Cream - 36 Pack,,8180,17.82,7.49,20.94
2077,57 oz bag,Hersheys® Factory Favorites - Big Bag,,8181,9.73,7.49,11.43
2078,36 ct.,Hersheys® Milk Chocolate - 36 Bars,,8182,16.04,7.49,18.85
2079,36 Bars,Hersheys® Mr. Goodbar® - 36 Pack,,8183,17.82,7.49,20.94
2080,52 oz bag,Hersheys® Nuggets Assortment  - Big Bag,,8184,10.48,7.49,12.31
2081,74 oz. pkg,Hersheys® Reeses® 100 Calorie Variety Pack - 28 Pack,,8185,6.02,7.49,7.07
2082,36 Bars,Hersheys® Whatchamacallit® - 36 Pack,,8186,18.88,7.49,22.18
3382,10 ea,Hoffman's Cheese; Pasteurized Process; Super-Sharp Cheddar ,,9501,4.19,7.49,5.57
638,16 oz,Honest Tea Green Dragon Tea ,,6712,1.79,7.49,2.26
639,16 oz,Honest Tea Peach OO-LA-Long ,,6713,1.79,7.49,2.26
640,16 oz,Honest Tea Tea; Black Forest Berry ,,6714,1.79,7.49,2.26
641,16 oz,Honest Tea White Tea; Mango Acai ,,6715,1.79,7.49,2.26
3015,14.4 OZ BOX,Honey Maid Grahams,,9135,3.99,7.49,5.07
3016,14.4 OZ BOX,Honey Maid Grahams - Chocolate,,9136,3.99,7.49,5.07
3017,13 OZ BOX,Honey Maid Grahams - Cinnamon Sticks,,9137,3.99,7.49,5.07
3018,13 OZ BOX,Honey Maid Grahams - Honey Sticks,,9138,3.99,7.49,5.07
3019,14.4 OZ BOX,Honey Maid Grahams Low Fat - Cinnamon,,9139,3.99,7.49,5.07
3020,14.4 OZ BOX,Honey Maid Grahams Low Fat - Honey,,9140,3.99,7.49,5.07
3668,16 oz,Horizon Organic Sour Cream ,,9787,3.59,7.49,4.49
5983,15 oz can,Hormel Corned Beef Hash,,12068,2.25,7.49,2.9
5984,25 oz can,Hormel Corned Beef Hash,,12069,4.17,7.49,5.38
1873,15 oz can,Hormel® Chili with Beans - 6 Pack,,7962,6.62,7.49,7.78
1879,12 oz can,Hormel® Spam® Classic- 4 Pack,,7968,6.97,7.49,8.19
4309,128 oz,Hudsonville IC 1 Gal Vanilla ,,10406,6.49,7.49,7.79
4310,0.5 gal,Hudsonville IC 1/2 Gal Sq Black Cherry ,,10407,3.99,7.49,4.79
4311,64 oz,Hudsonville IC 1/2 Gal Sq Blue Moon ,,10408,3.99,7.49,4.79
4312,64 oz,Hudsonville IC 1/2 Gal Sq Butter Pecan ,,10409,3.99,7.49,4.79
4313,64 oz,Hudsonville IC 1/2 Gal Sq Cake Batter ,,10410,3.99,7.49,4.79
4314,0.5 gal,Hudsonville IC 1/2 Gal Sq Chocolate ,,10411,3.99,7.49,4.79
4315,64 oz,Hudsonville IC 1/2 Gal Sq Cookie Dough ,,10412,3.99,7.49,4.79
4316,64 oz,Hudsonville IC 1/2 Gal Sq Cookies n' Cream ,,10413,3.99,7.49,4.79
4317,64 oz,Hudsonville IC 1/2 Gal Sq Deer Traxx ,,10414,3.99,7.49,4.79
4318,64 oz,Hudsonville IC 1/2 Gal Sq Double Chocolate Almond ,,10415,3.99,7.49,4.79
4319,64 oz,Hudsonville IC 1/2 Gal Sq French Vanilla ,,10416,3.99,7.49,4.79
4320,64 oz,Hudsonville IC 1/2 Gal Sq Grnd Trav Bay Cherry Fdg ,,10417,3.99,7.49,4.79
4321,64 oz,Hudsonville IC 1/2 Gal Sq Mackinac Island Fudge ,,10418,3.99,7.49,4.79
4322,64 oz,Hudsonville IC 1/2 Gal Sq Mint Chocolate Chip ,,10419,3.99,7.49,4.79
4323,64 oz,Hudsonville IC 1/2 Gal Sq Neapolitan ,,10420,3.99,7.49,4.79
4324,64 oz,Hudsonville IC 1/2 Gal Sq Strawberry Cheesecake ,,10421,3.99,7.49,4.79
4325,64 oz,Hudsonville IC 1/2 Gal Sq Super Scoop ,,10422,3.99,7.49,4.79
4326,64 oz,Hudsonville IC 1/2 Gal Sq Triple Peanut Butter Cup ,,10423,3.99,7.49,4.79
4327,64 oz,Hudsonville IC 1/2 Gal Sq Vanilla ,,10424,3.99,7.49,4.79
4328,64 oz,Hudsonville Limited Edition Orange Cream Swirl Ice Cream ,,10425,3.99,7.49,4.79
1513,120 ct,Huggies®  Snug & Dry Step 6 - 120 ct,,7587,39.48,7.49,46.39
1512,720 ct,Huggies® Natural Care Baby Wipes - Big Pack,,7586,14.86,7.49,17.46
1514,88 ct,Huggies® Pull-Ups Training Pants 2T - 3T  - 88 ct - Boy,,7588,26.88,7.49,31.58
1515,88 ct,Huggies® Pull-Ups Training Pants 2T - 3T  - 88 ct - Girl,,7589,26.88,7.49,31.58
1516,80 ct,Huggies® Pull-Ups Training Pants 3T - 4T  - 80 ct -Boy,,7590,26.88,7.49,31.58
1517,80 ct,Huggies® Pull-Ups Training Pants 3T - 4T  - 80 ct -Girl,,7591,26.88,7.49,31.58
1518,66 ct,Huggies® Pull-Ups Training Pants 4T - 5T  - 66 ct - Boy,,7592,26.88,7.49,31.58
1519,66 ct,Huggies® Pull-Ups Training Pants 4T - 5T  - 66 ct - Girl,,7593,26.88,7.49,31.58
1520,264 ct,Huggies® Snug & Dry  Step 1-2 - 264 ct,,7594,39.48,7.49,46.39
1521,176 ct,Huggies® Snug & Dry  Step 4 - 176 ct,,7595,39.48,7.49,46.39
1522,156 ct,Huggies® Snug & Dry Step 5 - 156 ct,,7596,39.48,7.49,46.39
1980,24 oz Bag,Hula Princess® Roasted & Salted  Macadamia Nuts,,8069,10.22,7.49,12.01
5830,14.5 oz can,Hunts Diced Tomatoes,,11915,1.19,7.49,1.54
5985,15 oz can,Hunts Manwich Sloppy Joe Mix,,12070,1.02,7.49,1.32
5831,14.5 oz can,Hunts Stewed Tomatoes,,11916,1.19,7.49,1.54
5832,6 oz can,Hunts Tomato Paste,,11917,0.85,7.49,1.1
5833,14.5 oz can,Hunts Tomato Sauce,,11918,1.19,7.49,1.54
5834,14.5 oz can,Hunts Whole Tomatoes,,11919,1.19,7.49,1.54
1874,14.5 oz cans,Hunts® Diced Tomatoes- 8 Pack,,7963,4.92,7.49,5.78
1875,6 oz cans,Hunts® Tomato Paste - 12 Pack,,7964,5.34,7.49,6.27
1876,15 oz cans,Hunts® Tomato Sauce - 12 Pack,,7965,6.43,7.49,7.56
3175,15 oz,I Can't Believe It's Not Butter Light Spread ,,9295,1.92,7.49,2.32
3176,8 oz,I Can't Believe It's Not Butter Original Spray ,,9296,1.92,7.49,2.32
3177,15 oz,I Can't Believe It's Not Butter Original Spread ,,9297,1.92,7.49,2.32
3179,1 lb,I Can't Believe It's Not Butter Sweet Cream & Calcium ,,9298,1.92,7.49,2.32
3180,15 oz,I Can't Believe It's Not Butter! 37% Vegetable Oil Spread; Light ,,9299,1.92,7.49,2.32
3181,12 oz,I Can't Believe It's Not Butter! Spray; Original ,,9300,3.29,7.49,3.98
3182,15 oz,I Can't Believe It's Not Butter! Vegetable Oil Spread; 58%; Mediterranean Blend ,,9301,1.92,7.49,2.32
3183,1 lb,I Can't Believe It's Not Butter! Vegetable Oil Spread; 79%; Cooking & Baking ,,9302,1.92,7.49,2.32
3184,3 lb,I Can't Believe It's Not Butter; Light ,,9303,5.99,7.49,7.25
3185,1 lb,I Can't Believe It's Not Butter; Mediterranean Blend Light ,,9304,1.92,7.49,2.32
3186,15 oz,I Can't Believe Not Butter Ff ,,9305,1.92,7.49,2.32
2256,36 ct,ICEE® Freeze Squeeze Up Variety - 30 Pack,,8369,8.26,7.49,9.71
1053,15 oz,Irish Spring Body Wash - Cool Relief ,,7127,3.99,7.49,4.99
1054,18 oz,Irish Spring Body Wash Aloe ,,7128,3.99,7.49,4.99
1055,18 oz,Irish Spring Body Wash; Moisture Blast ,,7129,3.99,7.49,4.99
1056,18 oz,Irish Spring Body Wash; Original ,,7130,3.99,7.49,4.99
1057,15 oz,Irish Spring Hair & Body Wash ,,7131,3.99,7.49,4.99
1058,18 oz,Irish Spring Icy Blast Body Wash ,,7132,3.99,7.49,4.99
1114,24 oz,Ivory Simply Ivory Aloe Body Wash ,,7188,3.99,7.49,4.99
1115,24 oz,Ivory Simply Ivory Body Wash ,,7189,3.99,7.49,4.99
2900,3.25 oz bag,Jack Links Beef Jerky - Sweet & Hot,,9020,4.79,7.49,6.08
2899,3.25 oz bag,Jack Links Turkey Jerky - Original,,9019,4.79,7.49,6.08
4563,28.1 oz,"Jack's Natural Rising Pepperoni 12"" Pizza Frozen ",,10660,4.99,7.49,6.24
4564,16.7 oz,"Jack's Original 1/2 Pepperoni & 1/2 Cheese 12"" Pizza Frozen ",,10661,3.33,7.49,4.16
4565,16.7 oz,"Jack's Original Canadian Bacon 12"" Pizza Frozen ",,10662,3.33,7.49,4.16
4566,16.5 oz,"Jack's Original Cheese & Pepperoni 12"" Pizza Frozen ",,10663,3.33,7.49,4.16
4567,16.9 oz,"Jack's Original Cheese & Sausage 12"" Pizza Frozen ",,10664,3.33,7.49,4.16
4568,15 oz,"Jack's Original Cheese 12"" Pizza Frozen ",,10665,3.33,7.49,4.16
